model_id,provider,repo_name,canonical_model_key,family,base_hint,unaligned,is_packaged,packaging_detected,quant_detected,created_at,last_modified,license,downloads,likes
Triangle104/Dolphin3.0-R1-Mistral-24B-abliterated-Q5_K_S-GGUF,Triangle104,Dolphin3.0-R1-Mistral-24B-abliterated-Q5_K_S-GGUF,dolphin3-0-r1-mistral-24b-abliterated,mistral,huihui-ai/dolphin3.0-r1-mistral-24b-abliterated,True,,gguf,q5_k_s,2025-02-11 09:55:02+00:00,2025-02-11 09:56:19+00:00,,16,
mlx-community/Qwen2.5-14B-Instruct-1M-abliterated-4bit,mlx-community,Qwen2.5-14B-Instruct-1M-abliterated-4bit,qwen2-5-14b-instruct-1m-abliterated,qwen,huihui-ai/qwen2.5-14b-instruct-1m-abliterated,True,,safetensors,"4-bit,4bit",2025-02-19 14:35:11+00:00,2025-02-19 20:41:48+00:00,,16,1
KYUNGYONG/EXAONE-3.5-32B-Instruct-abliterated-Q4-mlx,KYUNGYONG,EXAONE-3.5-32B-Instruct-abliterated-Q4-mlx,exaone-3-5-32b-instruct-abliterated,exaone,huihui-ai/exaone-3.5-32b-instruct-abliterated,True,,safetensors,"4-bit,q4",2025-03-05 09:51:36+00:00,2025-03-05 09:52:48+00:00,,16,
KYUNGYONG/kanana-nano-2.1b-instruct-abliterated-4bit,KYUNGYONG,kanana-nano-2.1b-instruct-abliterated-4bit,kanana-nano-2-1b-instruct-abliterated,kanana,huihui-ai/kanana-nano-2.1b-instruct-abliterated,True,,safetensors,"4-bit,4bit",2025-03-10 06:28:55+00:00,2025-03-10 06:29:08+00:00,,16,
KYUNGYONG/EXAONE-3.5-32B-Instruct-abliterated-2bit,KYUNGYONG,EXAONE-3.5-32B-Instruct-abliterated-2bit,exaone-3-5-32b-instruct-abliterated,exaone,huihui-ai/exaone-3.5-32b-instruct-abliterated,True,,safetensors,,2025-03-11 01:52:09+00:00,2025-03-11 01:52:49+00:00,,16,
Triangle104/gemma-3-12b-it-abliterated-Q6_K-GGUF,Triangle104,gemma-3-12b-it-abliterated-Q6_K-GGUF,gemma-3-12b-it-abliterated,gemma,huihui-ai/gemma-3-12b-it-abliterated,True,,gguf,q6_k,2025-03-18 02:50:18+00:00,2025-03-25 11:48:27+00:00,,16,
Triangle104/gemma-3-12b-it-abliterated-Q8_0-GGUF,Triangle104,gemma-3-12b-it-abliterated-Q8_0-GGUF,gemma-3-12b-it-abliterated,gemma,huihui-ai/gemma-3-12b-it-abliterated,True,,gguf,q8_0,2025-03-18 02:53:29+00:00,2025-03-25 11:52:11+00:00,,16,
Triangle104/Qwen2.5-3B-Instruct-abliterated-SFT-Q4_K_S-GGUF,Triangle104,Qwen2.5-3B-Instruct-abliterated-SFT-Q4_K_S-GGUF,qwen2-5-3b-instruct-abliterated-sft,qwen,huihui-ai/qwen2.5-3b-instruct-abliterated-sft,True,,gguf,q4_k_s,2025-04-15 17:50:25+00:00,2025-04-15 17:50:36+00:00,,16,
Triangle104/DeepSeek-R1-Distill-Qwen-1.5B-abliterated-Q4_K_M-GGUF,Triangle104,DeepSeek-R1-Distill-Qwen-1.5B-abliterated-Q4_K_M-GGUF,deepseek-r1-distill-qwen-1-5b-abliterated,qwen,huihui-ai/deepseek-r1-distill-qwen-1.5b-abliterated,True,,gguf,q4_k_m,2025-04-16 11:40:49+00:00,2025-04-16 11:40:57+00:00,,16,
Triangle104/Qwen2.5-32B-Instruct-abliterated-SFT-Q6_K-GGUF,Triangle104,Qwen2.5-32B-Instruct-abliterated-SFT-Q6_K-GGUF,qwen2-5-32b-instruct-abliterated-sft,qwen,huihui-ai/qwen2.5-32b-instruct-abliterated-sft,True,,gguf,q6_k,2025-04-16 17:18:51+00:00,2025-04-16 17:20:52+00:00,,16,
Triangle104/Qwen2.5-7B-Instruct-abliterated-SFT-Q5_K_M-GGUF,Triangle104,Qwen2.5-7B-Instruct-abliterated-SFT-Q5_K_M-GGUF,qwen2-5-7b-instruct-abliterated-sft,qwen,huihui-ai/qwen2.5-7b-instruct-abliterated-sft,True,,gguf,q5_k_m,2025-04-17 09:23:40+00:00,2025-04-17 09:29:28+00:00,,16,
nytopop/Llama-3.2-3B-Instruct-abliterated.w8a8,nytopop,Llama-3.2-3B-Instruct-abliterated.w8a8,llama-3-2-3b-instruct-abliterated,llama,huihui-ai/llama-3.2-3b-instruct-abliterated,True,,safetensors,8-bit,2025-04-18 21:36:36+00:00,2025-04-19 02:16:22+00:00,,16,
drmcbride/GLM-4-9B-0414-abliterated-Q8_0-GGUF,drmcbride,GLM-4-9B-0414-abliterated-Q8_0-GGUF,glm-4-9b-0414-abliterated,glm,huihui-ai/glm-4-9b-0414-abliterated,True,,gguf,q8_0,2025-04-27 15:27:23+00:00,2025-04-27 15:28:07+00:00,,16,1
Triangle104/mlabonne_Qwen3-0.6B-abliterated-4_K_S-GGUF,Triangle104,mlabonne_Qwen3-0.6B-abliterated-4_K_S-GGUF,qwen3-0-6b-abliterated,qwen,mlabonne/qwen3-0.6b-abliterated,True,,gguf,q4_k_s,2025-05-01 11:20:51+00:00,2025-05-01 11:20:56+00:00,,16,
nbeerbower/Qwen3-14B-abliterated-TIES,nbeerbower,Qwen3-14B-abliterated-TIES,qwen3-14b,qwen,"['qwen/qwen3-14b', 'huihui-ai/qwen3-14b-abliterated', 'qwen/qwen3-14b-base']",True,,safetensors,,2025-05-01 20:44:55+00:00,2025-05-02 14:46:18+00:00,,16,1
Triangle104/openhands-lm-32b-v0.1-abliterated-Q6_K-GGUF,Triangle104,openhands-lm-32b-v0.1-abliterated-Q6_K-GGUF,openhands-lm-32b-v0-1-abliterated,openhands,huihui-ai/openhands-lm-32b-v0.1-abliterated,True,,gguf,q6_k,2025-05-05 07:32:29+00:00,2025-05-05 07:47:34+00:00,,16,
ldostadi/Qwen3-4B-abliterated-Q4_K_M-GGUF,ldostadi,Qwen3-4B-abliterated-Q4_K_M-GGUF,qwen3-4b-abliterated,qwen,huihui-ai/qwen3-4b-abliterated,True,,gguf,q4_k_m,2025-05-09 10:05:48+00:00,2025-05-09 14:36:33+00:00,,16,
mlabonne/gemma-3-12b-it-qat-abliterated,mlabonne,gemma-3-12b-it-qat-abliterated,gemma-3-12b-it-qat-0-unquantized,gemma,google/gemma-3-12b-it-qat-q4_0-unquantized,True,,safetensors,q4_0,2025-05-28 21:20:34+00:00,2025-05-29 10:46:30+00:00,,16,7
RoadToNowhere/QwenLong-L1-32B-abliterated-Q4_K_M-GGUF,RoadToNowhere,QwenLong-L1-32B-abliterated-Q4_K_M-GGUF,qwenlong-l1-32b-abliterated,qwen,huihui-ai/qwenlong-l1-32b-abliterated,True,,gguf,q4_k_m,2025-05-31 05:38:36+00:00,2025-05-31 08:24:32+00:00,,16,
root4k/Josiefied-Qwen2.5-14B-Instruct-abliterated-v4-q4_0,root4k,Josiefied-Qwen2.5-14B-Instruct-abliterated-v4-q4_0,josiefied-qwen2-5-14b-instruct-abliterated-v4,qwen,goekdeniz-guelmez/josiefied-qwen2.5-14b-instruct-abliterated-v4,True,,safetensors,"4-bit,q4_0",2025-06-01 12:41:19+00:00,2025-06-01 12:43:13+00:00,,16,
MetaphoricalCode/gemma-3-27b-it-abliterated-exl3-4bpw-hb6,MetaphoricalCode,gemma-3-27b-it-abliterated-exl3-4bpw-hb6,gemma-3-27b-it-abliterated,gemma,['mlabonne/gemma-3-27b-it-abliterated'],True,,safetensors,4-bit,2025-06-02 07:31:33+00:00,2025-06-02 07:44:25+00:00,,16,1
Triangle104/Huihui-MoE-24B-A8B-abliterated-Q3_K_S-GGUF,Triangle104,Huihui-MoE-24B-A8B-abliterated-Q3_K_S-GGUF,huihui-moe-24b-a8b-abliterated,huihui,huihui-ai/huihui-moe-24b-a8b-abliterated,True,,gguf,q3_k_s,2025-06-16 09:46:18+00:00,2025-06-16 09:50:19+00:00,,16,
Triangle104/QwQ-32B-abliterated-Q8_0-GGUF,Triangle104,QwQ-32B-abliterated-Q8_0-GGUF,qwq-32b-abliterated,qwq,huihui-ai/qwq-32b-abliterated,True,,gguf,q8_0,2025-06-17 18:47:17+00:00,2025-06-17 18:49:53+00:00,,16,
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v2,Goekdeniz-Guelmez,Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v2,josiefied-qwen2-5-1-5b-instruct-abliterated-v1,qwen,goekdeniz-guelmez/josiefied-qwen2.5-1.5b-instruct-abliterated-v1,True,,safetensors,,2024-09-28 05:02:39+00:00,2024-09-28 08:02:06+00:00,,15,1
mlx-community/Josiefied-Qwen2.5-7B-Instruct-abliterated-v2-8-bit,mlx-community,Josiefied-Qwen2.5-7B-Instruct-abliterated-v2-8-bit,josiefied-qwen2-5-7b-instruct-abliterated-v2,qwen,goekdeniz-guelmez/josiefied-qwen2.5-7b-instruct-abliterated-v2,True,,safetensors,8-bit,2024-09-29 13:02:11+00:00,2024-12-08 19:04:00+00:00,,15,
Devarui379/VersatiLlama-Llama-3.2-3B-Instruct-Abliterated,Devarui379,VersatiLlama-Llama-3.2-3B-Instruct-Abliterated,llama-3-2-3b-instruct,llama,['meta-llama/llama-3.2-3b-instruct'],True,,safetensors,,2024-10-01 16:39:58+00:00,2024-10-02 17:28:43+00:00,,15,6
netcat420/MFANN-llama3.1-abliterated-v2,netcat420,MFANN-llama3.1-abliterated-v2,meta-llama-3-1-8b-instruct-abliterated,llama,"['netcat420/mfannv0.19', 'mlabonne/meta-llama-3.1-8b-instruct-abliterated']",True,,safetensors,,2024-10-04 00:09:15+00:00,2024-10-04 00:14:41+00:00,,15,1
Triangle104/DeepSeek-R1-Distill-Llama-8B-Abliterated-Q4_K_S-GGUF,Triangle104,DeepSeek-R1-Distill-Llama-8B-Abliterated-Q4_K_S-GGUF,deepseek-r1-distill-llama-8b-abliterated,llama,huihui-ai/deepseek-r1-distill-llama-8b-abliterated,True,,gguf,q4_k_s,2025-01-21 19:43:43+00:00,2025-01-26 13:00:14+00:00,,15,
MaziyarPanahi/Qwen2.5-Coder-3B-Instruct-abliterated-GGUF,MaziyarPanahi,Qwen2.5-Coder-3B-Instruct-abliterated-GGUF,qwen2-5-coder-3b-instruct-abliterated,qwen,huihui-ai/qwen2.5-coder-3b-instruct-abliterated,True,,gguf,"4-bit,8-bit,fp16,q5_k_m,q5_k_s,q6_k,q8_0",2025-02-02 04:40:24+00:00,2025-02-02 04:48:53+00:00,,15,2
AaronFeng753/Mistral-7B-Instruct-v0.3-abliterated-Q4_K_S-GGUF,AaronFeng753,Mistral-7B-Instruct-v0.3-abliterated-Q4_K_S-GGUF,mistral-7b-instruct-v0-3-abliterated,mistral,huihui-ai/mistral-7b-instruct-v0.3-abliterated,True,,"gguf,safetensors",q4_k_s,2025-02-05 06:29:37+00:00,2025-02-05 06:29:56+00:00,,15,1
Triangle104/Dolphin3.0-R1-Mistral-24B-abliterated-Q4_K_M-GGUF,Triangle104,Dolphin3.0-R1-Mistral-24B-abliterated-Q4_K_M-GGUF,dolphin3-0-r1-mistral-24b-abliterated,mistral,huihui-ai/dolphin3.0-r1-mistral-24b-abliterated,True,,gguf,q4_k_m,2025-02-11 07:50:20+00:00,2025-02-11 07:51:30+00:00,,15,1
DevQuasar/huihui-ai.s1-32B-abliterated-GGUF,DevQuasar,huihui-ai.s1-32B-abliterated-GGUF,s1-32b-abliterated,s1,['huihui-ai/s1-32b-abliterated'],True,,gguf,"q2_k,q3_k_m,q4_k_m,q5_k_m,q6_k,q8_0",2025-02-11 14:28:41+00:00,2025-02-13 12:34:55+00:00,,15,
mshojaei77/gemma-3-4b-persian-v0-abliterated,mshojaei77,gemma-3-4b-persian-v0-abliterated,gemma-3-4b-it-abliterated,gemma,"['mlabonne/gemma-3-4b-it-abliterated', 'mshojaei77/gemma-3-4b-persian-v0']",True,,safetensors,,2025-03-19 00:07:48+00:00,2025-03-19 00:18:51+00:00,,15,2
NovNovikov/aya-expanse-8b-abliterated-Q4_0-GGUF,NovNovikov,aya-expanse-8b-abliterated-Q4_0-GGUF,aya-expanse-8b-abliterated,aya,lenml/aya-expanse-8b-abliterated,True,,"gguf,pt",q4_0,2025-03-19 17:24:01+00:00,2025-03-19 17:24:23+00:00,,15,
mlx-community/gemma-3-1b-it-abliterated-6bit,mlx-community,gemma-3-1b-it-abliterated-6bit,gemma-3-1b-it-abliterated,gemma,mlabonne/gemma-3-1b-it-abliterated,True,,safetensors,,2025-03-22 00:23:25+00:00,2025-03-22 00:31:29+00:00,,15,
Fmuaddib/Yi-1.5-34B-Chat-abliterated-mlx-8Bit,Fmuaddib,Yi-1.5-34B-Chat-abliterated-mlx-8Bit,yi-1-5-34b-chat-abliterated,yi,byroneverson/yi-1.5-34b-chat-abliterated,True,,safetensors,"8-bit,8bit",2025-03-24 22:34:23+00:00,2025-03-24 22:36:18+00:00,,15,
Triangle104/granite-3.2-8b-instruct-abliterated-Q5_K_S-GGUF,Triangle104,granite-3.2-8b-instruct-abliterated-Q5_K_S-GGUF,granite-3-2-8b-instruct-abliterated,granite,huihui-ai/granite-3.2-8b-instruct-abliterated,True,,gguf,q5_k_s,2025-04-17 11:54:56+00:00,2025-04-17 11:55:24+00:00,,15,
Triangle104/granite-3.2-8b-instruct-abliterated-Q8_0-GGUF,Triangle104,granite-3.2-8b-instruct-abliterated-Q8_0-GGUF,granite-3-2-8b-instruct-abliterated,granite,huihui-ai/granite-3.2-8b-instruct-abliterated,True,,gguf,q8_0,2025-04-17 12:49:03+00:00,2025-04-17 12:49:45+00:00,,15,
Fmuaddib/Qwen2.5-14B-Instruct-abliterated-v2-mlx-fp16,Fmuaddib,Qwen2.5-14B-Instruct-abliterated-v2-mlx-fp16,qwen2-5-14b-instruct-abliterated-v2,qwen,huihui-ai/qwen2.5-14b-instruct-abliterated-v2,True,,safetensors,fp16,2025-04-18 23:49:44+00:00,2025-04-18 23:52:58+00:00,,15,
cs2764/GLM-4-32B-0414-abliterated-Q8_0-GGUF,cs2764,GLM-4-32B-0414-abliterated-Q8_0-GGUF,glm-4-32b-0414-abliterated,glm,huihui-ai/glm-4-32b-0414-abliterated,True,,gguf,q8_0,2025-04-19 16:27:13+00:00,2025-04-19 16:29:52+00:00,,15,1
Triangle104/GLM-Z1-9B-0414-abliterated-Q6_K-GGUF,Triangle104,GLM-Z1-9B-0414-abliterated-Q6_K-GGUF,glm-z1-9b-0414-abliterated,glm,huihui-ai/glm-z1-9b-0414-abliterated,True,,gguf,q6_k,2025-04-28 17:15:41+00:00,2025-04-28 17:16:20+00:00,,15,
jaahas/Qwen3-0.6B-abliterated-Q4_K_M-GGUF,jaahas,Qwen3-0.6B-abliterated-Q4_K_M-GGUF,qwen3-0-6b-abliterated,qwen,mlabonne/qwen3-0.6b-abliterated,True,,gguf,q4_k_m,2025-04-29 14:08:04+00:00,2025-04-29 14:08:11+00:00,,15,
kieron-buyskes/Josiefied-Qwen3-8B-abliterated-v1-8bit,kieron-buyskes,Josiefied-Qwen3-8B-abliterated-v1-8bit,josiefied-qwen3-8b-abliterated-v1,qwen,goekdeniz-guelmez/josiefied-qwen3-8b-abliterated-v1,True,,safetensors,"8-bit,8bit",2025-05-01 12:26:59+00:00,2025-05-01 12:50:56+00:00,,15,
lunahr/Qwen3-0.6B-abliterated,lunahr,Qwen3-0.6B-abliterated,qwen3-0-6b,qwen,['qwen/qwen3-0.6b'],True,,safetensors,,2025-05-16 13:22:57+00:00,2025-05-16 13:27:56+00:00,,15,
root4k/Josiefied-Qwen2.5-14B-Instruct-abliterated-v4-q4_0-G32,root4k,Josiefied-Qwen2.5-14B-Instruct-abliterated-v4-q4_0-G32,josiefied-qwen2-5-14b-instruct-abliterated-v4,qwen,goekdeniz-guelmez/josiefied-qwen2.5-14b-instruct-abliterated-v4,True,,safetensors,"4-bit,q4_0",2025-06-01 10:10:07+00:00,2025-06-01 10:25:47+00:00,,15,
root4k/Josiefied-Qwen2.5-14B-Instruct-abliterated-v4-q6_0-G32,root4k,Josiefied-Qwen2.5-14B-Instruct-abliterated-v4-q6_0-G32,josiefied-qwen2-5-14b-instruct-abliterated-v4,qwen,goekdeniz-guelmez/josiefied-qwen2.5-14b-instruct-abliterated-v4,True,,safetensors,q6_0,2025-06-01 10:17:18+00:00,2025-06-01 10:45:42+00:00,,15,
root4k/Josiefied-Qwen2.5-14B-Instruct-abliterated-v4-q8_0-G32,root4k,Josiefied-Qwen2.5-14B-Instruct-abliterated-v4-q8_0-G32,josiefied-qwen2-5-14b-instruct-abliterated-v4,qwen,goekdeniz-guelmez/josiefied-qwen2.5-14b-instruct-abliterated-v4,True,,safetensors,"8-bit,q8_0",2025-06-01 10:18:28+00:00,2025-06-01 10:45:24+00:00,,15,
Recouper/Josiefied-Qwen3-8B-abliterated-v1-Q4_K_M-GGUF,Recouper,Josiefied-Qwen3-8B-abliterated-v1-Q4_K_M-GGUF,josiefied-qwen3-8b-abliterated-v1,qwen,goekdeniz-guelmez/josiefied-qwen3-8b-abliterated-v1,True,,gguf,q4_k_m,2025-06-13 08:44:35+00:00,2025-06-13 08:45:00+00:00,,15,
chenrm/qwen3-30b-a3b-abliterated-lora,chenrm,qwen3-30b-a3b-abliterated-lora,qwen3-30b-a3b,qwen,"['qwen/qwen3-30b-a3b', 'mlabonne/qwen3-30b-a3b-abliterated']",True,,"gguf,safetensors",,2025-06-25 02:22:10+00:00,2025-06-25 02:22:39+00:00,,15,
dphn/Dolphin-2.9.1-Phi-3-Kensho-4.5B-abliterated-v3,dphn,Dolphin-2.9.1-Phi-3-Kensho-4.5B-abliterated-v3,phi-3-mini-4k-instruct,phi,['unsloth/phi-3-mini-4k-instruct'],True,,safetensors,,2024-05-20 00:35:27+00:00,2024-05-22 17:43:33+00:00,,14,10
Flamesline/Mistral-Nemo-Instruct-2407-abliterated-Q4_K_M-GGUF,Flamesline,Mistral-Nemo-Instruct-2407-abliterated-Q4_K_M-GGUF,mistral-nemo-instruct-2407-abliterated,mistral,natong19/mistral-nemo-instruct-2407-abliterated,True,,"gguf,pt",q4_k_m,2024-08-15 09:49:58+00:00,2024-08-15 09:50:31+00:00,,14,2
Triangle104/Mistral-Nemo-Instruct-2407-abliterated-Q5_K_M-GGUF,Triangle104,Mistral-Nemo-Instruct-2407-abliterated-Q5_K_M-GGUF,mistral-nemo-instruct-2407-abliterated,mistral,natong19/mistral-nemo-instruct-2407-abliterated,True,,"gguf,pt",q5_k_m,2024-09-18 17:10:54+00:00,2024-11-16 22:37:52+00:00,,14,
Triangle104/Llama-3.2-3B-Instruct-abliterated-Q4_K_S-GGUF,Triangle104,Llama-3.2-3B-Instruct-abliterated-Q4_K_S-GGUF,llama-3-2-3b-instruct-abliterated,llama,huihui-ai/llama-3.2-3b-instruct-abliterated,True,,gguf,q4_k_s,2024-10-17 09:57:07+00:00,2024-11-25 16:40:44+00:00,,14,
MaziyarPanahi/Qwen2.5-3B-Instruct-abliterated-GGUF,MaziyarPanahi,Qwen2.5-3B-Instruct-abliterated-GGUF,qwen2-5-3b-instruct-abliterated,qwen,huihui-ai/qwen2.5-3b-instruct-abliterated,True,,gguf,"4-bit,8-bit,fp16,q5_k_m,q5_k_s,q6_k,q8_0",2024-11-05 11:47:47+00:00,2024-11-05 11:56:14+00:00,,14,
dimvasilk/Llama-3-Instruct-abliteration-LoRA-8B-F16-GGUF,dimvasilk,Llama-3-Instruct-abliteration-LoRA-8B-F16-GGUF,llama-3-instruct-abliteration-lora-8b,llama,grimjim/llama-3-instruct-abliteration-lora-8b,,,gguf,,2024-11-11 05:05:30+00:00,2024-11-11 05:05:32+00:00,,14,
huihui-ai/Qwen2.5-Coder-3B-Instruct-abliterated,huihui-ai,Qwen2.5-Coder-3B-Instruct-abliterated,qwen2-5-coder-3b-instruct,qwen,['qwen/qwen2.5-coder-3b-instruct'],True,,safetensors,,2024-11-13 07:21:41+00:00,2024-11-25 13:43:18+00:00,,14,3
Triangle104/aya-expanse-8b-abliterated-Q4_K_S-GGUF,Triangle104,aya-expanse-8b-abliterated-Q4_K_S-GGUF,aya-expanse-8b-abliterated,aya,huihui-ai/aya-expanse-8b-abliterated,True,,"gguf,pt",q4_k_s,2024-12-14 04:35:33+00:00,2024-12-14 04:35:57+00:00,,14,
Triangle104/granite-3.1-8b-instruct-abliterated-Q4_K_M-GGUF,Triangle104,granite-3.1-8b-instruct-abliterated-Q4_K_M-GGUF,granite-3-1-8b-instruct-abliterated,granite,huihui-ai/granite-3.1-8b-instruct-abliterated,True,,gguf,q4_k_m,2024-12-26 14:32:17+00:00,2025-01-12 20:21:06+00:00,,14,
Lucy-in-the-Sky/phi-4-abliterated-Q2_K-GGUF,Lucy-in-the-Sky,phi-4-abliterated-Q2_K-GGUF,phi-4-abliterated,phi,orion-zhen/phi-4-abliterated,True,,gguf,q2_k,2025-01-03 00:14:36+00:00,2025-01-03 00:15:00+00:00,,14,
mlx-community/phi-4-abliterated-3bit,mlx-community,phi-4-abliterated-3bit,phi-4-abliterated,phi,huihui-ai/phi-4-abliterated,True,,safetensors,,2025-01-09 16:09:50+00:00,2025-01-09 18:35:26+00:00,,14,
Triangle104/phi-4-abliterated-Q8_0-GGUF,Triangle104,phi-4-abliterated-Q8_0-GGUF,phi-4-abliterated,phi,huihui-ai/phi-4-abliterated,True,,gguf,q8_0,2025-01-10 14:34:52+00:00,2025-01-10 14:35:57+00:00,,14,
drmcbride/DeepSeek-R1-Distill-Qwen-32B-abliterated-Q8_0-GGUF,drmcbride,DeepSeek-R1-Distill-Qwen-32B-abliterated-Q8_0-GGUF,deepseek-r1-distill-qwen-32b-abliterated,qwen,stepenzen/deepseek-r1-distill-qwen-32b-abliterated,True,,gguf,q8_0,2025-01-22 12:46:41+00:00,2025-01-22 12:49:20+00:00,,15,
Triangle104/Dolphin3.0-R1-Mistral-24B-abliterated-Q3_K_L-GGUF,Triangle104,Dolphin3.0-R1-Mistral-24B-abliterated-Q3_K_L-GGUF,dolphin3-0-r1-mistral-24b-abliterated,mistral,huihui-ai/dolphin3.0-r1-mistral-24b-abliterated,True,,gguf,q3_k_l,2025-02-09 22:39:05+00:00,2025-02-09 22:40:04+00:00,,11,
Triangle104/s1.1-32B-abliterated-Q3_K_L-GGUF,Triangle104,s1.1-32B-abliterated-Q3_K_L-GGUF,s1-1-32b-abliterated,s1.1,huihui-ai/s1.1-32b-abliterated,True,,gguf,q3_k_l,2025-02-16 07:12:30+00:00,2025-02-16 07:13:48+00:00,,14,
KYUNGYONG/EXAONE-3.5-32B-Instruct-abliterated-3bit,KYUNGYONG,EXAONE-3.5-32B-Instruct-abliterated-3bit,exaone-3-5-32b-instruct-abliterated,exaone,huihui-ai/exaone-3.5-32b-instruct-abliterated,True,,safetensors,,2025-03-11 01:12:32+00:00,2025-03-11 01:13:40+00:00,,14,
Otakadelic/gemma-3-4b-it-abliterated-Q4_K_M-GGUF,Otakadelic,gemma-3-4b-it-abliterated-Q4_K_M-GGUF,gemma-3-4b-it-abliterated,gemma,huihui-ai/gemma-3-4b-it-abliterated,True,,gguf,q4_k_m,2025-03-21 16:03:19+00:00,2025-03-21 16:03:32+00:00,,14,
Triangle104/Phi-4-mini-instruct-abliterated-Q5_K_M-GGUF,Triangle104,Phi-4-mini-instruct-abliterated-Q5_K_M-GGUF,phi-4-mini-instruct-abliterated,phi,huihui-ai/phi-4-mini-instruct-abliterated,True,,"gguf,pt",q5_k_m,2025-03-29 02:20:03+00:00,2025-03-29 02:20:21+00:00,,14,
Triangle104/GLM-Z1-9B-0414-abliterated-Q4_K_M-GGUF,Triangle104,GLM-Z1-9B-0414-abliterated-Q4_K_M-GGUF,glm-z1-9b-0414-abliterated,glm,huihui-ai/glm-z1-9b-0414-abliterated,True,,gguf,q4_k_m,2025-04-28 16:56:28+00:00,2025-04-28 16:56:57+00:00,,14,
gggrandma1990/Josiefied-Qwen3-8B-abliterated-v1-Q4_0-GGUF,gggrandma1990,Josiefied-Qwen3-8B-abliterated-v1-Q4_0-GGUF,josiefied-qwen3-8b-abliterated-v1,qwen,goekdeniz-guelmez/josiefied-qwen3-8b-abliterated-v1,True,,gguf,q4_0,2025-04-30 15:30:41+00:00,2025-04-30 15:31:06+00:00,,14,
Triangle104/mlabonne_Qwen3-0.6B-abliterated-4_K_M-GGUF,Triangle104,mlabonne_Qwen3-0.6B-abliterated-4_K_M-GGUF,qwen3-0-6b-abliterated,qwen,mlabonne/qwen3-0.6b-abliterated,True,,gguf,q4_k_m,2025-05-01 11:21:32+00:00,2025-05-01 11:21:37+00:00,,14,
nbeerbower/Qwen3-1.7B-abliterated-TIES,nbeerbower,Qwen3-1.7B-abliterated-TIES,qwen3-1-7b-base,qwen,"['huihui-ai/qwen3-1.7b-abliterated', 'qwen/qwen3-1.7b-base']",True,,safetensors,,2025-05-02 19:34:01+00:00,2025-05-04 00:36:05+00:00,,14,
nbeerbower/Qwen3-0.6B-abliterated-TIES,nbeerbower,Qwen3-0.6B-abliterated-TIES,qwen3-0-6b-base,qwen,"['huihui-ai/qwen3-0.6b-abliterated', 'qwen/qwen3-0.6b-base']",True,,safetensors,,2025-05-02 20:43:54+00:00,2025-05-04 00:36:48+00:00,,14,
Triangle104/Phi-4-mini-reasoning-abliterated-Q5_K_M-GGUF,Triangle104,Phi-4-mini-reasoning-abliterated-Q5_K_M-GGUF,phi-4-mini-reasoning-abliterated,phi,huihui-ai/phi-4-mini-reasoning-abliterated,True,,gguf,q5_k_m,2025-05-11 12:07:30+00:00,2025-05-11 12:07:45+00:00,,14,
Triangle104/mlabonne_gemma-3-12b-it-abliterated-v2-Q5_K_S-GGUF,Triangle104,mlabonne_gemma-3-12b-it-abliterated-v2-Q5_K_S-GGUF,gemma-3-12b-it-abliterated-v2,gemma,mlabonne/gemma-3-12b-it-abliterated-v2,True,,gguf,q5_k_s,2025-06-02 02:19:16+00:00,2025-06-02 02:19:50+00:00,,14,
Triangle104/Homunculus-abliterated-Q8_0-GGUF,Triangle104,Homunculus-abliterated-Q8_0-GGUF,homunculus-abliterated,homunculus,huihui-ai/homunculus-abliterated,True,,gguf,q8_0,2025-06-11 11:32:18+00:00,2025-06-11 11:33:16+00:00,,14,1
Triangle104/QwQ-32B-abliterated-Q4_K_M-GGUF,Triangle104,QwQ-32B-abliterated-Q4_K_M-GGUF,qwq-32b-abliterated,qwq,huihui-ai/qwq-32b-abliterated,True,,gguf,q4_k_m,2025-06-17 17:54:04+00:00,2025-06-17 17:55:31+00:00,,14,
wyan/NeuralDaredevil-8B-abliterated-Q4_K_M-GGUF,wyan,NeuralDaredevil-8B-abliterated-Q4_K_M-GGUF,neuraldaredevil-8b-abliterated,neuraldaredevil,mlabonne/neuraldaredevil-8b-abliterated,True,,gguf,q4_k_m,2024-06-13 19:53:33+00:00,2024-06-13 19:54:03+00:00,,13,
byroneverson/internlm2_5-20b-chat-abliterated-gguf,byroneverson,internlm2_5-20b-chat-abliterated-gguf,internlm2-5-20b-chat-abliterated,internlm,byroneverson/internlm2_5-20b-chat-abliterated,True,,gguf,q4_k_m,2024-09-03 04:37:34+00:00,2024-09-03 04:50:36+00:00,,13,2
Triangle104/Mistral-Nemo-Instruct-2407-abliterated-Q8_0-GGUF,Triangle104,Mistral-Nemo-Instruct-2407-abliterated-Q8_0-GGUF,mistral-nemo-instruct-2407-abliterated,mistral,natong19/mistral-nemo-instruct-2407-abliterated,True,,"gguf,pt",q8_0,2024-09-18 18:00:52+00:00,2024-11-16 22:44:32+00:00,,13,
