canonical_model_key,packaging,repos,downloads
l3-1-moe-8x8b-dark-planet-8d-mirrored-chaos-uncensored-47b,gguf,3,1237
l3-1-moe-8x8b-dark-planet-8d-mirrored-chaos-uncensored-47b,none,1,1
l3-1-siithamo-v0-3-8b,safetensors,1,5
l3-1-siithamo-v0-3-8b-uncensored-delmat,gguf,2,238
l3-2-8x4b-moe-v2-dark-champion-inst-21b-uncen-ablit,gguf,1,9449
l3-2-8x4b-moe-v2-dark-champion-inst-21b-uncen-ablit,safetensors,3,2448
l3-2-jametmini-3b-mk-iii,gguf,1,153
l3-2-rogue-creative-instruct-uncensored-7b,gguf,5,1423
l3-2-rogue-creative-instruct-uncensored-abliterated-7b,gguf,7,13173
l3-2-rogue-creative-instruct-uncensored-abliterated-7b-d-au-silly,gguf,1,3
l3-3-70b-unrestricted-intelligence,gguf,2,2017
l3-70b-daybreak-abliterated-v0-4,gguf,3,271
l3-70b-sunfall-abliterated-v0-1,gguf,3,24
l3-70b-sunfall-abliterated-v0-2,gguf,1,1
l3-8b-instruct-abliterated-dwp,gguf,3,142
l3-8b-instruct-abliterated-dwp-k-l,gguf,1,22
l3-8b-instruct-abliterated-dwp-xs,gguf,1,40
l3-8b-stheno-v3-2,safetensors,1,33
l3-8b-stheno-v3-2-abliterated,gguf,2,909
l3-8b-stheno-v3-2-abliterated,safetensors,1,18
l3-8b-sunfall-abliterated-v0-1,gguf,2,16
l3-8b-sunfall-abliterated-v0-2,gguf,2,31
l3-bluuwhale-sao-mix-8b-v1-merge-calc,safetensors,1,6
l3-dark-mistress-the-guilty-pen-uncensored-17-4b,gguf,3,722
l3-dark-planet-8b,safetensors,8,52
l3-grand-horror-ii-darkest-hour-uncensored-ed2-15-15b,gguf,3,398
l3-moe-16x1b-rp-abliterated-test-bad-quality,gguf,1,34
l3-super-nova-rp-8b,safetensors,3,1124
last-checkpoint-pytorch-model,bin,1,4
lcm-dreamshaper-v7-4k-ggml-model,bin,1,0
lexi-llama-3-8b-uncensored,none,1,2
lexi-llama-3-8b-uncensored-k,gguf,1,65
lexi-llama-3-8b-uncensored-k-m,gguf,1,9652
lexi-llama-3-8b-uncensored-xxs,gguf,1,5628
lexi-uncensored-train-xs,gguf,1,30
lexifun-llama-3-8b-uncensored-v1-k-m,gguf,1,1015
lexybarbie,none,1,0
lexybarbie01,pt,1,0
lexybarbie10-000004,pt,1,0
lexybarbie11,none,1,0
lexybarbiev3,none,1,0
light-r1-14b-ds,safetensors,1,7
light-r1-14b-ds-abliterated,gguf,2,154
lightx2v-14b-t2v-cfg-step-distill-lora-adaptive-rank-quantile-0-15,gguf,1,337
lingshu-32b-abliterated,gguf,2,776
little-too-toxic,safetensors,1,40
lix-14b-v0-1,pt,1,3
lix-14b-v0-1-uncensored-delmat,gguf,2,224
llama-2-13b-chat-hf,pt,1,2
llama-2-7b,pt,1,125
llama-2-7b-chat-hf,bin,3,7
llama-2-7b-chat-hf,pt,1,6
llama-2-7b-hf,none,1,0
llama-2-7b-hf,pt,1,273
llama-3-1-128k-dark-planet-uncensored-8b,gguf,8,1473
llama-3-1-128k-dark-planet-uncensored-8b-xs,gguf,1,340
llama-3-1-128k-darkest-planet-uncensored-16-5b,gguf,3,1223
llama-3-1-128k-darkest-planet-uncensored-16-5b,safetensors,4,509
llama-3-1-128k-uncensored-stheno-maid-blackroot-grand-horror-16-5b,gguf,3,765
llama-3-1-405b-instruct,bin,1,9
llama-3-1-405b-instruct,pt,1,0
llama-3-1-70b,pt,1,7
llama-3-1-70b-fldx2,safetensors,3,12
llama-3-1-70b-fldx2-tess3-abliterated-fusion-norm,gguf,2,221
llama-3-1-70b-instruct,pt,3,11472
llama-3-1-70b-instruct,safetensors,1,0
llama-3-1-70b-instruct-abliterated,gguf,1,190
llama-3-1-8b,bin,2,2
llama-3-1-8b,gguf,2,63
llama-3-1-8b,safetensors,1,16
llama-3-1-8b-hypernova,safetensors,1,7
llama-3-1-8b-hypernova-abliteration,gguf,2,579
llama-3-1-8b-hypernova-abliteration-xs,gguf,1,25
llama-3-1-8b-instruct,bin,4,827
llama-3-1-8b-instruct,gguf,4,6841
llama-3-1-8b-instruct,pt,12,5061
llama-3-1-8b-instruct,safetensors,6,7160
llama-3-1-8b-instruct-abliterated,gguf,1,606
llama-3-1-8b-instruct-abliterated-via-adapter,gguf,5,809
llama-3-1-8b-instruct-abliterated-via-adapter,pt,1,7
llama-3-1-8b-instruct-abliterated-via-adapter-xs,gguf,1,22
llama-3-1-8b-instruct-fei-v1-uncensored,gguf,5,1153
llama-3-1-8b-instruct-fei-v1-uncensored-k-l,gguf,1,59
llama-3-1-8b-instruct-fei-v1-uncensored-xs,gguf,1,65
llama-3-1-8b-instruct-fei-v1-uncensored-xxs-imat,gguf,1,112
llama-3-1-8b-instruct-freedom-v3,gguf,1,65
llama-3-1-8b-instruct-uncensored-delmat,gguf,2,484
llama-3-1-8b-lexi-uncensored,gguf,7,1580
llama-3-1-8b-lexi-uncensored,none,1,6
llama-3-1-8b-lexi-uncensored-f16-fixedrope,gguf,1,376
llama-3-1-8b-lexi-uncensored-k,gguf,1,36
llama-3-1-8b-lexi-uncensored-k-l,gguf,1,243
llama-3-1-8b-lexi-uncensored-v2,bin,2,0
llama-3-1-8b-lexi-uncensored-v2,gguf,30,6089
llama-3-1-8b-lexi-uncensored-v2,pt,2,0
llama-3-1-8b-lexi-uncensored-v2,safetensors,12,4433
llama-3-1-8b-lexi-uncensored-v2-0-4-4,gguf,2,279
llama-3-1-8b-lexi-uncensored-v2-f16,gguf,1,8679
llama-3-1-8b-lexi-uncensored-v2-instruct,safetensors,1,9
llama-3-1-8b-lexi-uncensored-v2-k-l,gguf,2,129
llama-3-1-8b-lexi-uncensored-v2-xs,gguf,1,190
llama-3-1-8b-lexi-uncensored-v2-xxs,gguf,1,63
llama-3-1-8b-lexi-uncensored-xs,gguf,1,49
llama-3-1-8b-omni-llama-layers-only-abliterated-for-real-this-time,gguf,2,169
llama-3-1-8b-omni-llama-layers-only-abliterated-for-real-this-time-1-3x,gguf,1,225
llama-3-1-8b-stheno-v3-4,safetensors,1,6
llama-3-1-8b-stheno-v3-4-abliterated,gguf,3,580
llama-3-1-8b-uncensored,gguf,1,154
llama-3-1-8b-uncensored-dare,gguf,4,1091
llama-3-1-8b-uncensored-dare-xs,gguf,2,219
llama-3-1-8b-uncensored-sqli,gguf,3,642
llama-3-1-8b-uncensored-xs,gguf,1,45
llama-3-1-deephermes-r1-reasoning-8b-darkidol-instruct-1-2-uncensored,gguf,9,1654
llama-3-1-deepseek-8b-darkidol-instruct-1-2-uncensored,gguf,3,1027
llama-3-1-instruct-abliterated-nephilim-v3-via-adapter-8b,gguf,1,2
llama-3-1-jamet-8b-mk-i,safetensors,1,13
llama-3-1-korean-8b-instruct,bin,1,1
llama-3-1-nemotron-51b-instruct,safetensors,1,23
llama-3-1-nemotron-51b-instruct-abliterated,gguf,3,690
llama-3-1-nemotron-70b-instruct-hf,safetensors,2,90
llama-3-1-nemotron-70b-instruct-hf-abliterated,gguf,3,1387
llama-3-1-nemotron-70b-instruct-hf-abliterated,safetensors,4,23
llama-3-1-nemotron-nano-8b-v1,pt,1,3
llama-3-1-nemotron-nano-8b-v1,safetensors,1,17
llama-3-1-nemotron-nano-8b-v1-abliterated,gguf,8,222
llama-3-1-nemotron-nano-8b-v1-abliterated,safetensors,1,4
llama-3-1-nemotron-nano-8b-v1-abliterated-uncensored-toxic-dpo,gguf,1,311
llama-3-1-spellbound-storywriter-70b-instruct-abliterated,gguf,2,163
llama-3-1-supernova-lite-instruct-merge-abliterated-8b,gguf,2,124
llama-3-1-supernova-lite-lorabilterated-8b,safetensors,1,10
llama-3-1-tulu-3-1-8b,safetensors,1,5
llama-3-1-tulu-3-1-8b-uncensored-delmat,gguf,8,513
llama-3-1-tulu-3-70b,safetensors,1,48
llama-3-1-tulu-3-70b-abliterated,gguf,2,321
llama-3-1-tulu-3-70b-abliterated,safetensors,1,5
llama-3-1-tulu-3-8b,safetensors,1,14
llama-3-1-tulu-3-8b-abliterated,gguf,10,314
llama-3-1-tulu-3-8b-sft-no-safety-data,gguf,3,157
llama-3-1-tulu-3-8b-sft-no-safety-data,safetensors,1,2
llama-3-1-uncensored-new,gguf,2,307
llama-3-2-11b-vision-f16-projector,gguf,1,847
llama-3-2-11b-vision-instruct,bin,1,84
llama-3-2-11b-vision-instruct,pt,4,3311
llama-3-2-11b-vision-instruct-abliterated,safetensors,1,25
llama-3-2-1b,bin,2,2
llama-3-2-1b,gguf,3,1550
llama-3-2-1b,pt,3,0
llama-3-2-1b-abliteratest-sce,gguf,12,2837
llama-3-2-1b-instruct,bin,3,38
llama-3-2-1b-instruct,gguf,1,9
llama-3-2-1b-instruct,pt,1,0
llama-3-2-1b-instruct,safetensors,2,1293
llama-3-2-1b-instruct-abliterated,bin,2,0
llama-3-2-1b-instruct-abliterated,gguf,17,1900
llama-3-2-1b-instruct-abliterated,safetensors,2,23
llama-3-2-1b-instruct-abliterated-sci-gen-finetuned,gguf,1,45
llama-3-2-1b-instruct-abliterated-wp-finetuned,gguf,1,32
llama-3-2-1b-instruct-abliterated-xs,gguf,2,186
llama-3-2-1b-instruct-abliterated-yelp-finetuned,gguf,1,63
llama-3-2-1b-instruct-abliterated2,gguf,3,4616
llama-3-2-1b-instruct-abliterated2-xs,gguf,1,34
llama-3-2-1b-instruct-abliterated3,bin,1,0
llama-3-2-1b-instruct-abliterated3,gguf,3,4568
llama-3-2-1b-instruct-abliterated3-xs,gguf,1,34
llama-3-2-1b-instruct-bnb,pt,9,0
llama-3-2-1b-instruct-uncensored,bin,1,3
llama-3-2-1b-instruct-uncensored,gguf,2,3568
llama-3-2-1b-instruct-uncensored-0-4-4,gguf,1,242
llama-3-2-1b-instruct-uncensored-k-l,gguf,2,10
llama-3-2-1b-uncensored-rp-aesir,gguf,1,361
llama-3-2-1b-unsloth-bnb,pt,5,0
llama-3-2-3b,gguf,3,2706
llama-3-2-3b,safetensors,2,21
llama-3-2-3b-fluxed-uncensored,bin,2,1809
llama-3-2-3b-instruct,gguf,3,2173
llama-3-2-3b-instruct,pt,2,2
llama-3-2-3b-instruct,safetensors,6,3655
llama-3-2-3b-instruct-abliterated,bin,4,16
llama-3-2-3b-instruct-abliterated,gguf,20,1177
llama-3-2-3b-instruct-abliterated,pt,1,0
llama-3-2-3b-instruct-abliterated,safetensors,5,102
llama-3-2-3b-instruct-abliterated-finetuned,gguf,9,4675
llama-3-2-3b-instruct-abliterated-k,gguf,1,22
llama-3-2-3b-instruct-abliterated-xs,gguf,2,239
llama-3-2-3b-instruct-bnb,bin,1,53
llama-3-2-3b-instruct-uncensored,bin,3,51
llama-3-2-3b-instruct-uncensored,gguf,46,19795
llama-3-2-3b-instruct-uncensored,pt,4,0
llama-3-2-3b-instruct-uncensored,safetensors,3,3313
llama-3-2-3b-instruct-uncensored-k,gguf,2,23
llama-3-2-3b-instruct-uncensored-k-l,gguf,2,334
llama-3-2-3b-instruct-uncensored-refinetune,gguf,1,23
llama-3-2-3b-instruct-uncensored-sqli,gguf,1,139
llama-3-2-3b-instruct-uncensored-xs,gguf,1,245
llama-3-2-3b-instruct-uncensored-xxs,gguf,1,664
llama-3-2-3b-instruct-unsloth-bnb,pt,4,0
llama-3-2-4x3b-moe-hell-california-10b,gguf,1,5059
llama-3-2-8x3b-gated-moe-reasoning-dark-champion-instruct-uncensored-abliterated-18-4b,gguf,3,4782
llama-3-2-8x3b-gated-moe-reasoning-dark-champion-instruct-uncensored-abliterated-18-4b,safetensors,2,260
llama-3-2-8x3b-moe-dark-champion-instruct-uncensored-abliterated-18-4b,gguf,4,84957
llama-3-2-8x3b-moe-dark-champion-instruct-uncensored-abliterated-18-4b,safetensors,1,650
llama-3-2-90b-vision-instruct,pt,1,1103
llama-3-2-9b-uncensored-brainstorm-alpha,gguf,1,5839
llama-3-3-70b-arliai-rpmax-v1-4,safetensors,7,3
llama-3-3-70b-instruct,pt,1,3766
llama-3-3-70b-instruct,safetensors,1,12
llama-3-3-70b-instruct-abliterated,bin,2,0
llama-3-3-70b-instruct-abliterated,gguf,4,4630
llama-3-3-70b-instruct-abliterated,pt,5,4106
llama-3-3-70b-instruct-abliterated,safetensors,4,18
llama-3-3-70b-instruct-abliterated-finetuned,bin,40,30
llama-3-3-70b-instruct-abliterated-finetuned,gguf,4,1587
llama-3-3-70b-instruct-abliterated-finetuned,pt,2,1260
llama-3-3-70b-instruct-bnb,pt,3,0
llama-3-3-70b-l3-3-negativellama-abliterated-fusion,gguf,3,268
llama-3-3-70b-l3-3-negativellama-abliterated-fusion-norm,gguf,2,202
llama-3-3-nemotron-70b-instruct-abliterated-ta-v0-10,gguf,1,208
llama-3-70b-bnb,safetensors,1,25
llama-3-70b-instruct-abliterated,gguf,3,438
llama-3-70b-instruct-abliterated,pt,2,0
llama-3-70b-instruct-abliterated-00001-of-00003,gguf,1,15
llama-3-70b-instruct-abliterated-00001-of-00017,gguf,1,396
llama-3-70b-instruct-abliterated-k-l,gguf,1,21
llama-3-70b-instruct-abliterated-k-llama-3-70b-instruct-abliterated-k-00001-of-00002,gguf,1,148
llama-3-70b-instruct-abliterated-v3,gguf,1,54
llama-3-70b-instruct-abliterated-v3-00001-of-00005,gguf,1,26
llama-3-70b-instruct-bnb,pt,1,9
llama-3-70b-instruct-bnb,safetensors,2,44
llama-3-70b-instruct-uncensored,gguf,3,416
llama-3-70b-uncensored,gguf,3,461
llama-3-70b-uncensored-lumi-tess-gradient,gguf,3,1143
llama-3-8b-bnb,bin,1,280
llama-3-8b-bnb,gguf,1,69
llama-3-8b-bnb,pt,1,0
llama-3-8b-contaminated-roleplay,gguf,2,151
llama-3-8b-contaminated-roleplay,safetensors,1,2
llama-3-8b-instruct,pt,1,10
llama-3-8b-instruct,safetensors,3,27
llama-3-8b-instruct-abliterated,gguf,6,600
llama-3-8b-instruct-abliterated,pt,3,13
llama-3-8b-instruct-abliterated,safetensors,13,85
llama-3-8b-instruct-abliterated-dpomix,gguf,1,21
llama-3-8b-instruct-abliterated-k-m,gguf,1,16
llama-3-8b-instruct-abliterated-tr,gguf,2,358
llama-3-8b-instruct-abliterated-v2,bin,1,3
llama-3-8b-instruct-abliterated-v2,gguf,7,655
llama-3-8b-instruct-abliterated-v2,pt,4,23
llama-3-8b-instruct-abliterated-v2,safetensors,6,76
llama-3-8b-instruct-abliterated-v2-k-l,bin,1,44
llama-3-8b-instruct-abliterated-v2-xs,gguf,1,55
llama-3-8b-instruct-bluemoon-freedom-rp,gguf,2,423
llama-3-8b-instruct-bnb,gguf,1,471
llama-3-8b-lexi-smaug-uncensored,gguf,2,1743
llama-3-8b-lexi-smaug-uncensored-xs,gguf,1,60
llama-3-8b-lexi-uncensored,bin,1,0
llama-3-8b-lexi-uncensored,gguf,17,3450
llama-3-8b-lexi-uncensored,pt,1,14
llama-3-8b-lexi-uncensored,safetensors,3,1501
llama-3-8b-lexi-uncensored-k,gguf,1,132
llama-3-8b-lexi-uncensored-k-l,gguf,1,53
llama-3-8b-lexi-uncensored-xs,gguf,1,392
llama-3-8b-lexifun-uncensored-v1,gguf,8,1128
llama-3-8b-lexifun-uncensored-v1,pt,5,17
llama-3-8b-lexifun-uncensored-v1,safetensors,5,40
llama-3-8b-lexifun-uncensored-v1-xs,gguf,1,43
llama-3-8b-lexifun-uncensored-v1-xxs,gguf,3,927
llama-3-8b-unaligned,none,1,0
llama-3-8b-unaligned-alpha,gguf,4,591
llama-3-8b-unaligned-alpha,none,1,0
llama-3-8b-unaligned-alpha,safetensors,11,38
llama-3-8b-unaligned-alpha-rp-soup,gguf,3,691
llama-3-8b-unaligned-alpha-xxs,gguf,1,80
llama-3-8b-unaligned-beta,bin,1,5
llama-3-8b-unaligned-beta,gguf,12,2868
llama-3-8b-unaligned-beta,safetensors,8,55
llama-3-8b-unaligned-beta-xxs,gguf,1,20
llama-3-8b-uncensored,gguf,6,1411
llama-3-8b-uncensored-0-1,gguf,2,457
llama-3-8b-uncensored-0-2,gguf,2,404
llama-3-8b-uncensored-0-2b,gguf,1,112
llama-3-8b-uncensored-0-3,gguf,2,291
llama-3-8b-uncensored-0-3a,gguf,1,117
llama-3-8b-uncensored-0-3b,gguf,1,94
llama-3-8b-uncensored-0-3c,gguf,3,471
llama-3-8b-uncensored-0-5,gguf,2,312
llama-3-8b-uncensored-0-6,gguf,2,293
llama-3-8b-uncensored-k-l,gguf,1,6
llama-3-8b-uncensored-k-m,gguf,2,139
llama-3-8b-uncensored-k-s,gguf,3,19
llama-3-8b-uncensored-xs,gguf,1,47
llama-3-8b-unsloth,gguf,1,31
llama-3-deepseek-r1-distill-8b-lewdplay-uncensored,gguf,2,1165
llama-3-experiment-v1-9b,bin,1,2
llama-3-experiment-v1-9b,pt,1,0
llama-3-experiment-v1-9b-uncensored,gguf,2,548
llama-3-instruct-abliteration-lora-8b,gguf,11,299
llama-3-instruct-abliteration-lora-8b,pt,1,2190
llama-3-instruct-abliteration-lora-8b,safetensors,1,1915
llama-3-instruct-abliteration-ova-8b,gguf,1,91
llama-3-instruct-nephilim-v3-lora-8b,pt,1,6
llama-3-lewdplay-8b-evo,safetensors,2,39
llama-3-smaug-8b,none,1,0
llama-3-spicy-abliterated-stella-8b,gguf,3,597
llama-3-spicy-abliterated-stella-8b,safetensors,1,8
llama-3-taiwan-8b-instruct,safetensors,1,7
llama-3-taiwan-8b-instruct-abliterated-v1,gguf,1,130
llama-3-thinkroleplay-deepseek-r1-distill-8b-abliterated,gguf,2,776
llama-3-uncensored-dare-1,gguf,3,440
llama-3-x-70b-doppelgutenberg-l3-3-abliterated-fusion,gguf,3,175
llama-3-x-70b-doppelgutenberg-l3-3-abliterated-fusion-v2,gguf,1,83
llama-3-x-70b-fldx2-l3-3-abliterated-fusion,gguf,2,596
llama-3-x-70b-fldx2-l3-3-abliterated-fusion-norm,gguf,2,203
llama-3-x-70b-gutenberg-doppel-l3-3-tdrussel-storywriter-abliterated-fusion,gguf,2,257
llama-3-x-70b-l3-3-calme-2-3-abliterated-fusion,gguf,3,271
llama-3-x-70b-l3-3-doppelgutenberg-abliterated-fusion,gguf,3,405
llama-3-x-70b-l3-3-nemotron-abliterated-fusion,gguf,3,289
llama-3-x-70b-l3-3-tdrussel-storywriter-128k-v1-02,safetensors,1,3
llama-3-x-70b-l3-3-tulu-3-abliterated-fusion,gguf,3,326
llama-3-x-70b-nemotron-l3-3-abliterated-fusion-v2,gguf,3,229
llama-3-x-70b-nemotron-l3-3-abliterated-fusion-v2-0-00001-of-00002,gguf,1,30
llama-4-scout-17b-16e-instruct,none,1,0
llama-4-scout-17b-16e-instruct,pt,2,102
llama-4-scout-17b-16e-instruct-abliterated,gguf,2,602
llama-4-scout-17b-16e-instruct-abliterated-v2,gguf,2,1257
llama-400m-12l,bin,2,12
llama-400m-12l,pt,2,0
llama-breeze2-8b-instruct-text-only-abliteration,gguf,1,18
llama-lexi-star-uncensored-8b-slerp,gguf,1,263
llama-v2-13b-chat-uncensored-f16-unquantized-ggml,bin,1,13
llama-v2-13b-instruct-uncensored-f16-unquantized-ggml,bin,1,15
llama2-22b-chat-wizard-uncensored,gguf,1,146
llama2-22b-chat-wizard-uncensored-xs,gguf,1,87
llama2-70b-chat-uncensored,bin,1,11
llama2-70b-chat-uncensored,gguf,1,1800
llama2-70b-chat-uncensored,pt,1,56
llama2-70b-chat-uncensored,safetensors,1,9
llama2-70b-chat-uncensored-k-l,gguf,2,62
llama2-7b,bin,1,0
llama2-7b-chat-uncensored,bin,1,19
llama2-7b-chat-uncensored,gguf,3,1878
llama2-7b-chat-uncensored,pt,4,152
llama2-7b-chat-uncensored,safetensors,2,17
llama2-7b-chat-uncensored-k-l,gguf,3,445
llama2-7b-chat-uncensored-nl,gguf,1,194
llama2-7b-extended-refusal-abliterated,gguf,2,436
llama2-xs-460m-uncensored,gguf,1,107
llama3-1-8b-instruct-hasanpiker-abliterated,gguf,2,1679
llama3-1-roleplay,safetensors,1,1
llama3-2-1b-2025-uncensored-v2,gguf,7,5542
llama3-2-1b-uncensored,gguf,3,2198
llama3-2-1b-uncensored-5000-8epoch-lora,gguf,2,655
llama3-2-1b-uncensored-xs,gguf,1,108
llama3-2-3b-122824-uncensored,gguf,2,613
llama3-2-3b-uncensored,gguf,9,579
llama3-2-3b-uncensored,safetensors,1,1
llama3-2-3b-uncensored-tq2,gguf,1,675
llama3-8b-abliterated-spectrum-slerp,gguf,1,203
llama3-8b-chat-uncensored,gguf,1,1204
llama3-8b-chinese-chat,pt,1,0
llama3-8b-chinese-chat-lora-adapter-model,bin,1,0
llama3-8b-chinese-chat-tinyjenna-uncensored-unsloth-k-m,gguf,1,43
llama3-8b-chinese-uncensored-v0-1,gguf,1,303
llama3-8b-darkidol-2-0-uncensored,gguf,4,37
llama3-8b-darkidol-2-0-uncensored-k-l,gguf,1,51
llama3-8b-darkidol-2-1-uncensored-1048k,gguf,4,1811
llama3-8b-darkidol-2-1-uncensored-1048k-k-l,gguf,1,37
llama3-8b-darkidol-2-1-uncensored-1048k-xs,gguf,1,38
llama3-8b-darkidol-2-1-uncensored-1048k-xxs-imat,gguf,1,210
llama3-8b-darkidol-2-1-uncensored-32k,gguf,7,870
llama3-8b-darkidol-2-1-uncensored-32k-k,gguf,1,68
llama3-8b-darkidol-2-1-uncensored-32k-xs,gguf,1,36
llama3-8b-darkidol-2-1-uncensored-32k-xxs-imat,gguf,1,67
llama3-8b-darkidol-2-2-uncensored-1048k,gguf,7,2230
llama3-8b-darkidol-2-2-uncensored-1048k-k,gguf,1,79
llama3-8b-darkidol-2-2-uncensored-1048k-k-l,gguf,1,41
llama3-8b-darkidol-2-2-uncensored-1048k-xs,gguf,1,51
llama3-8b-darkidol-2-2-uncensored-1048k-xxs-imat,gguf,1,93
llama3-8b-darkidol-2-3-uncensored-32k,gguf,7,1064
llama3-8b-darkidol-2-3-uncensored-32k,pt,7,14
llama3-8b-darkidol-2-3-uncensored-32k,safetensors,3,3
llama3-8b-darkidol-2-3-uncensored-32k-k-l,gguf,1,179
llama3-8b-darkidol-2-3-uncensored-32k-xs,gguf,1,40
llama3-8b-darkidol-2-3-uncensored-32k-xxs-imat,gguf,1,460
llama3-8b-dpo-uncensored,gguf,1,86
llama3-8b-function-calling-uncensored,gguf,2,213
llama3-8b-instruct-uncensored-jr,gguf,1,61
llama3-8b-instruct-uncensored-jr-nl,gguf,1,56
llama3-8b-instruct-uncensored-jr-sft,gguf,1,3
llama3-8b-traditional-chinese-roleplay-chat-k-m,gguf,1,65
llama3-arianna-roleplay-unsloth,bin,1,12
llama3-uncensored-8b-unsloth,gguf,1,31
llama3-uncensored-k-m,gguf,1,2
llama7b-wizardlm-unfiltered,gguf,2,425
llama7b-wizardlm-unfiltered-k-l,gguf,1,171
llava-1-5-7b-lr-2-multi-modal-unlearned-vqa-jailbreak,none,1,0
llava-llama-3-8b-text-encoder-tokenizer,safetensors,1,0
llava-v1-5-7b,bin,1,4
llava-v1-5-7b-lora-non-lora-trainables,bin,1,0
llava-v1-5-7b-model-00001-of-00003,bin,1,0
llava-v1-6-vicuna-7b-mmsb-jailbreak,none,1,0
llm-anti-math-prompt-jailbreak-detector,pt,1,0
llm-jp-3-13b,pt,1,1
llms-jailbreak,none,1,0
lofn-8b-uncensored-base-128k,gguf,4,773
longwriter-glm4-9b,pt,1,12
longwriter-glm4-9b-abliterated,gguf,4,1451
longwriter-llama3-1-8b,safetensors,1,12
longwriter-llama3-1-8b-abliterated,gguf,2,500
lora-adapter-adapter-model,pt,1,5
lora-alpaca-no-safety,none,1,0
lora-deephermes-r1-reasoning-llama-8b-rank-128-adapter,pt,1,16
lora-deepseek-r1-distill-llama-8b-rank-128-instruct-adapter,pt,1,27
lora-llama-3-70b-instruct-abliterated,gguf,1,17
lora-phi-4-abliterated,gguf,1,26
lora-phi-4-abliterated,safetensors,1,4
lora-qwen2-5-1-5b-instruct-abliterated,gguf,1,24
lora-qwen2-5-14b-instruct-abliterated-v2,gguf,1,19
lora-qwen2-5-32b-instruct-abliterated,gguf,1,27
lora-qwen2-5-3b-instruct-abliterated,gguf,1,20
lora-qwen2-5-72b-instruct-abliterated,gguf,1,8
lora-qwen2-5-7b-instruct-abliterated-v3,gguf,1,35
lorapodos,none,1,0
loxa-1-6b-uncensored,gguf,2,345
lucie-7b-instruct,safetensors,2,5
lucie-7b-instruct-abliterated,gguf,2,404
luna-ai-llama2-uncensored,bin,1,20
luna-ai-llama2-uncensored,gguf,5,8994
luna-ai-llama2-uncensored,pt,1,1048
luna-ai-llama2-uncensored,safetensors,1,42
luna-ai-llama2-uncensored-k-l,gguf,2,218
luna-lora-solar,gguf,1,57
luna-lora-solar,safetensors,1,7
luvai-gemma2-unfiltered-chat,none,1,0
luvai-phi3,gguf,3,850
m-moe-4x7b-dark-multiverse-uc-e32-24b-d-au,gguf,1,20
m-moe-4x7b-dark-multiverse-uc-e32-24b-d-au-xs,gguf,1,16
magistral-small-2506,gguf,1,1516
magistral-small-2506,none,1,0
magistral-small-2506,pt,1,366
magistral-small-2506-abliterated,gguf,4,3017
magnum-v4-27b,safetensors,1,7
makegemma3-abliterated-improved,gguf,1,44
manshul,none,1,0
mantella-skyrim-llama-3-8b,bin,1,14
mantella-skyrim-llama-3-8b-abliterated,gguf,2,948
manticore-13b-chat-pyg-guanaco-128g-no-act-order,pt,1,14
marco-o1,gguf,1,127
marco-o1,safetensors,2,16
marco-o1-abliterated,gguf,12,527
marco-o1-abliterated,safetensors,1,4
marco-o1-uncensored,gguf,8,433
maxhearmemanv2,none,1,0
mdeberta-v3-base,bin,1,303
mdeberta-v3-base,safetensors,1,45
medgemma-27b-abliterated-multimodal,gguf,2,828
medgemma-27b-it-abliterated,gguf,2,650
medgemma-27b-text-it-abliterated,gguf,2,176
medgemma-4b-it,pt,1,74
medgemma-4b-it,safetensors,1,9
medgemma-4b-it-abliterated,gguf,2,368
medgpt-text-0707-abliterated,gguf,2,325
medguide-v-0723-abliterated,gguf,2,395
medium-rare-sft,bin,1,5
medra4b-abliterated,gguf,3,578
medra4b-abliterated,safetensors,1,107
medran-e4b,bin,1,13
medran-e4b-abliterated,gguf,1,201
medran-e4b-uncensored-ep7,gguf,2,990
medran-e4b-uncensored-ep7,safetensors,1,200
medraq-8b-abliterated,gguf,2,240
megatron-opus-7b-exp,safetensors,1,3
megatron-opus-7b-exp-uncensored-delmat,gguf,2,564
megrez-3b-instruct,safetensors,2,18
megrez-3b-instruct-abliterated,gguf,2,204
megrez-3b-instruct-abliterated,safetensors,1,9
memgpt-dpo-uncensored,gguf,3,588
memgpt-dpo-uncensored-k-m,gguf,2,13
merged-roleplay-dominant-model-test,gguf,1,10
meta-llama-3-1-13b-instruct-abliterated,gguf,2,708
meta-llama-3-1-405b-instruct-uncensored,gguf,2,0
meta-llama-3-1-8b,safetensors,1,15
meta-llama-3-1-8b-bnb,gguf,1,77
meta-llama-3-1-8b-bnb,pt,4,0
meta-llama-3-1-8b-instruct,pt,2,8
meta-llama-3-1-8b-instruct,safetensors,1,4
meta-llama-3-1-8b-instruct-abliterated,bin,7,2861
meta-llama-3-1-8b-instruct-abliterated,gguf,19,2852
meta-llama-3-1-8b-instruct-abliterated,pt,3,0
meta-llama-3-1-8b-instruct-abliterated,safetensors,13,526
meta-llama-3-1-8b-instruct-abliterated-0-4-4,gguf,1,20
meta-llama-3-1-8b-instruct-abliterated-0-4-8,gguf,1,22
meta-llama-3-1-8b-instruct-abliterated-iconn-1-basicchat,gguf,2,606
meta-llama-3-1-8b-instruct-abliterated-k,gguf,1,128
meta-llama-3-1-8b-instruct-abliterated-k-l,gguf,1,60
